@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
0.320546,0.077824,2.609576,-2.354381,-0.659989,0.845563,-3.199944,1.48981,45.359642,8.183065,0.318681,0.079455,2.54501,-2.284245,-0.654746,0.837367,-3.121612,1.490422,40.890457,7.836759,0.306694,0.089738,2.13515,-1.83827,-0.606249,0.784425,-2.622695,1.495255,19.61388,5.804235,0.011988,0.280929,0.106824,1.314338,-0.94686,-0.420734,0.662237,-1.609097,1.506743,2.312614,2.579479,0.037752,0.025764,0.251324,0.083022,0.480314,-0.194619,-0.097718,0.365695,-0.560315,1.492442,0.01624,0.428747,0.067357,0.055369,0.029605,0.226165,0.025086,0.114166,-0.059304,-0.005027,0.079037,-0.138341,1.417524,0.000083,0.023627,0.092517,0.080529,0.054765,0.025159,0.247888,0.36477,0.181724,2.478882,0.068191,0.223637,'class 1'
0.306293,0.375634,2.330037,-1.804529,-1.157805,1.083629,-2.888157,1.434534,25.684387,7.887542,0.304926,0.370133,2.279628,-1.758013,-1.121355,1.067276,-2.825288,1.434842,23.414534,7.576027,0.296013,0.335278,1.953924,-1.458536,-0.895123,0.960084,-2.41862,1.437004,12.142406,5.707819,0.008913,0.275591,0.26148,1.239997,-0.826592,-0.4468,0.698112,-1.524704,1.443353,1.68795,2.470455,0.029334,0.020422,0.247534,0.138956,0.431152,-0.217523,-0.072078,0.300891,-0.518414,1.44037,0.015881,0.33563,0.057392,0.048479,0.028057,0.222488,0.034225,0.10699,-0.049481,-0.004925,0.080493,-0.129974,1.369334,0.000054,0.022148,0.082438,0.073525,0.053103,0.025046,0.238518,0.335975,0.188596,2.385185,0.056518,0.209362,'class 1'
0.329226,0.350774,2.478448,-1.893978,-1.420875,1.205992,-3.09997,1.391261,33.25526,9.270652,0.327828,0.346664,2.421875,-1.850973,-1.356559,1.17836,-3.029332,1.391104,30.328995,8.852336,0.318639,0.320286,2.056703,-1.573675,-0.977094,0.999895,-2.57357,1.389599,15.811727,6.384829,0.009189,0.296491,0.25985,1.273997,-0.990777,-0.360921,0.605821,-1.596598,1.384424,2.380792,2.425323,0.031338,0.022148,0.258863,0.139539,0.423385,-0.341703,-0.036442,0.191454,-0.533157,1.366192,0.030653,0.26253,0.068965,0.059775,0.037627,0.223433,0.031474,0.104433,-0.056244,-0.004444,0.074198,-0.130441,1.327486,0.000066,0.020939,0.104395,0.095206,0.073058,0.035431,0.244999,0.336752,0.194691,2.449988,0.051547,0.220128,'class 1'
0.361072,0.33242,2.619327,-2.258273,-1.088627,1.045065,-3.303338,1.354285,48.215034,9.454304,0.359433,0.328797,2.557595,-2.211633,-1.02399,1.014004,-3.225638,1.353587,43.959694,8.987282,0.348599,0.304974,2.160766,-1.910012,-0.656307,0.816064,-2.726076,1.347786,22.886194,6.273376,0.010834,0.321604,0.246293,1.333206,-1.268441,-0.143857,0.410856,-1.679297,1.327715,3.514524,2.18437,0.037829,0.026995,0.27126,0.129746,0.447918,-0.475806,0.005036,0.083225,-0.559031,1.278652,0.046692,0.206246,0.088173,0.077339,0.050344,0.22494,0.028848,0.101289,-0.064084,-0.003785,0.066056,-0.130139,1.283992,0.000079,0.019246,0.134494,0.12366,0.096665,0.04632,0.253391,0.336732,0.203081,2.533908,0.046948,0.238879,'class 1'
0.398874,0.300729,2.81814,-2.930524,0.110049,0.553125,-3.483649,1.333322,69.972862,8.147776,0.396741,0.296742,2.751704,-2.869644,0.127029,0.530724,-3.400367,1.331742,63.628582,7.72674,0.382652,0.270745,2.325847,-2.475864,0.206125,0.39078,-2.866644,1.319352,32.521626,5.305405,0.014089,0.34759,0.209733,1.449709,-1.637118,0.220986,0.129125,-1.766243,1.278779,4.814126,1.796212,0.049151,0.035062,0.282866,0.108358,0.494934,-0.59935,0.046893,-0.006718,-0.592632,1.189539,0.061659,0.171648,0.113875,0.099786,0.064724,0.226853,0.026158,0.097927,-0.071908,-0.003026,0.056981,-0.128888,1.239694,0.000089,0.017274,0.169888,0.155799,0.120737,0.056013,0.262484,0.337081,0.206589,2.624842,0.043712,0.25607,'class 1'
0.434576,0.226694,3.13452,-3.719018,1.846566,-0.0644,-3.654618,1.342675,89.139114,6.444834,0.431827,0.222749,3.060269,-3.637181,1.78028,-0.071026,-3.566155,1.339843,80.802757,6.107964,0.413761,0.197689,2.585169,-3.110169,1.372757,-0.109034,-3.001134,1.318405,40.454281,4.182121,0.018066,0.369645,0.144217,1.612001,-2.003049,0.642934,-0.152858,-1.850191,1.251731,5.779455,1.440468,0.062182,0.044116,0.291989,0.077052,0.541223,-0.691347,0.080493,-0.066399,-0.624948,1.11917,0.074556,0.155988,0.139838,0.121772,0.077656,0.229006,0.02329,0.094446,-0.078755,-0.002239,0.047681,-0.126436,1.195854,0.000094,0.015158,0.202821,0.184755,0.140638,0.062983,0.270564,0.338212,0.212257,2.705639,0.041947,0.26496,'class 1'
0.458328,0.119866,3.467236,-4.311733,3.190392,-0.448607,-3.863126,1.386836,108.375954,5.829473,0.455087,0.116827,3.382783,-4.212008,3.056153,-0.445221,-3.766787,1.383044,97.866554,5.516401,0.433908,0.097717,2.844487,-3.573625,2.257673,-0.419314,-3.154311,1.354491,47.764091,3.740103,0.02118,0.383085,0.058752,1.750989,-2.250076,0.945485,-0.324756,-1.925319,1.264437,6.484997,1.280901,0.072003,0.050823,0.297388,0.04009,0.566204,-0.734897,0.096654,-0.090448,-0.644448,1.084767,0.082879,0.153458,0.157699,0.136519,0.085697,0.231238,0.020271,0.090712,-0.083902,-0.001484,0.038593,-0.122495,1.153914,0.000091,0.012975,0.22385,0.20267,0.151847,0.066151,0.27621,0.343891,0.219434,2.762104,0.041623,0.267448,'class 1'
0.463909,0.112437,3.671251,-4.499349,3.319317,-0.383278,-4.116071,1.433851,141.038269,6.96687,0.460484,0.110056,3.578834,-4.392541,3.180071,-0.383244,-4.009297,1.430395,126.844032,6.574132,0.4382,0.094109,2.992162,-3.71209,2.354743,-0.379455,-3.332635,1.403848,60.087849,4.360635,0.022284,0.385236,0.053009,1.809588,-2.306859,0.980463,-0.316845,-1.990015,1.311344,7.448904,1.399749,0.075248,0.052964,0.298482,0.012248,0.559733,-0.72172,0.090346,-0.078464,-0.643256,1.089083,0.083078,0.159495,0.162001,0.139718,0.086753,0.2334,0.017302,0.086476,-0.086935,-0.0008,0.029874,-0.116809,1.11517,0.000081,0.010758,0.227084,0.2048,0.151836,0.065083,0.278902,0.349216,0.226669,2.789023,0.043179,0.267992,'class 1'
0.451885,0.212367,3.720337,-4.311946,2.315039,0.004203,-4.31615,1.455491,173.522263,9.332726,0.448577,0.209163,3.624025,-4.208044,2.227261,-0.006572,-4.201472,1.453147,155.802277,8.798594,0.427111,0.18775,3.013615,-3.547606,1.699461,-0.072676,-3.47493,1.434611,72.840729,5.787665,0.021466,0.376375,0.132249,1.785621,-2.180054,0.745111,-0.148701,-2.031353,1.360336,8.422571,1.77219,0.072202,0.050736,0.295426,0.038687,0.522862,-0.654474,0.064383,-0.035,-0.619475,1.120981,0.073162,0.170805,0.153151,0.131685,0.080949,0.235368,0.014765,0.081542,-0.087776,-0.000209,0.021465,-0.109241,1.08048,0.000066,0.008542,0.213209,0.191743,0.141007,0.060059,0.278992,0.353124,0.232869,2.789915,0.046382,0.267983,'class 1'
0.427812,0.293927,3.638175,-3.931085,1.040346,0.410594,-4.341678,1.459979,174.500763,11.292044,0.424778,0.289788,3.542508,-3.833675,1.007787,0.392482,-4.226157,1.458558,156.757614,10.665914,0.405127,0.262529,2.935201,-3.214291,0.80471,0.2787,-3.492991,1.446977,73.487343,7.112826,0.019651,0.35918,0.192769,1.704538,-1.931329,0.378812,0.086663,-2.017992,1.393209,8.26123,2.214787,0.065597,0.045947,0.28902,0.066434,0.464526,-0.545744,0.029079,0.028393,-0.574137,1.164822,0.054064,0.181521,0.135758,0.116107,0.07016,0.237042,0.013156,0.075878,-0.086623,0.000278,0.013217,-0.09984,1.050267,0.000048,0.006391,0.187736,0.168085,0.122139,0.051978,0.277237,0.354662,0.222566,2.772371,0.049655,0.266841,'class 1'
0.418575,0.337594,3.170944,-3.372046,0.572914,0.444592,-3.816638,1.432198,103.235046,9.079042,0.416084,0.328533,3.100762,-3.304001,0.568323,0.426837,-3.730838,1.430784,94.352089,8.643131,0.399721,0.272347,2.648719,-2.86325,0.523176,0.315587,-3.178837,1.419159,50.054115,6.105498,0.016363,0.35863,0.165672,1.656688,-1.855149,0.302359,0.128868,-1.984016,1.361447,7.682075,2.232139,0.057453,0.041091,0.289497,0.043408,0.479286,-0.547819,0.016691,0.067662,-0.615481,1.110053,0.070027,0.233342,0.126586,0.110224,0.069133,0.237195,0.017083,0.077374,-0.087705,0.000049,0.017363,-0.105069,0.9789,0.000058,0.007495,0.178888,0.162526,0.121435,0.052302,0.272761,0.343723,0.215652,2.727609,0.049148,0.263911,'class 1'
0.397448,0.288352,3.171813,-3.177219,-0.130285,0.715285,-3.892504,1.400876,107.164116,10.61586,0.395048,0.281274,3.098154,-3.103913,-0.12408,0.698665,-3.802578,1.400102,97.600975,10.130597,0.379388,0.237885,2.624557,-2.632716,-0.088696,0.592304,-3.22502,1.393205,50.500534,7.28598,0.01566,0.34181,0.154944,1.599887,-1.612886,-0.041845,0.370158,-1.983045,1.350917,7.202714,2.768782,0.053238,0.037577,0.283802,0.047937,0.431759,-0.439668,-0.015308,0.136914,-0.576583,1.133143,0.049204,0.254539,0.111246,0.095586,0.058009,0.239064,0.013236,0.072942,-0.087422,0.000543,0.008585,-0.096007,0.943265,0.000042,0.00547,0.155984,0.140324,0.102746,0.044738,0.272342,0.349244,0.205541,2.723424,0.053546,0.263806,'class 1'
0.374986,0.228396,3.083553,-2.965287,-0.549287,0.861506,-3.826793,1.379429,96.634911,10.990073,0.3727,0.2234,3.008909,-2.888287,-0.539926,0.847352,-3.735639,1.378788,87.608971,10.501904,0.357876,0.193165,2.530011,-2.395795,-0.472032,0.755044,-3.150839,1.373091,43.783234,7.627962,0.014824,0.323928,0.136421,1.50642,-1.371353,-0.268814,0.530026,-1.90138,1.338006,5.558833,2.955867,0.048772,0.033948,0.277137,0.057184,0.376638,-0.330378,-0.032897,0.181752,-0.512131,1.153171,0.026276,0.240737,0.095563,0.080739,0.046791,0.240423,0.010737,0.067974,-0.085643,0.000935,-0.000421,-0.085222,0.90956,0.000026,0.003596,0.132276,0.117452,0.083505,0.036713,0.271366,0.351997,0.203012,2.713664,0.054097,0.263454,'class 1'
0.352484,0.172626,2.918597,-2.664199,-0.92822,0.992856,-3.657055,1.364093,76.734818,10.810836,0.350407,0.169653,2.844805,-2.590186,-0.901325,0.97585,-3.566036,1.363397,69.199684,10.314361,0.336988,0.152138,2.372248,-2.117492,-0.730301,0.865439,-2.982931,1.357547,33.20224,7.404978,0.013419,0.307193,0.121613,1.374148,-1.145076,-0.364794,0.604402,-1.749478,1.326577,3.632511,2.770375,0.043214,0.029795,0.270488,0.067723,0.313767,-0.234636,-0.033693,0.190761,-0.425397,1.175341,0.010451,0.189825,0.079919,0.066501,0.036706,0.241226,0.010311,0.062863,-0.082783,0.001205,-0.009498,-0.073285,0.876329,0.000014,0.002034,0.109181,0.095763,0.065968,0.029262,0.270059,0.352194,0.209871,2.700592,0.050877,0.262404,'class 1'
0.332142,0.143108,2.694371,-2.323905,-1.161039,1.079106,-3.403011,1.348894,54.246662,10.044688,0.330324,0.14206,2.622777,-2.257207,-1.113056,1.056254,-3.313461,1.34833,48.642838,9.547205,0.318595,0.136045,2.16501,-1.831038,-0.82771,0.909795,-2.740833,1.34363,22.340853,6.663539,0.011729,0.293002,0.124328,1.209063,-0.950163,-0.345406,0.593664,-1.543828,1.320254,2.062413,2.284436,0.037322,0.025593,0.264484,0.077609,0.244115,-0.160253,-0.02341,0.164127,-0.32438,1.211835,0.003064,0.11932,0.06584,0.054111,0.028518,0.241445,0.01177,0.058038,-0.079231,0.001343,-0.018321,-0.06091,0.841953,0.000006,0.000907,0.08888,0.077151,0.051558,0.02304,0.268501,0.35004,0.215551,2.685009,0.045623,0.260936,'class 1'
0.31615,0.175923,2.409837,-2.051801,-1.014351,1.007236,-3.059038,1.333599,34.804375,8.267292,0.314541,0.174532,2.342586,-1.99104,-0.96605,0.982919,-2.973958,1.333521,31.033806,7.828438,0.304168,0.165779,1.913074,-1.60278,-0.684992,0.827854,-2.430634,1.332631,13.637973,5.308872,0.010373,0.281921,0.145759,1.022841,-0.801456,-0.247256,0.502421,-1.303877,1.325341,1.047872,1.631356,0.03262,0.022247,0.259379,0.084697,0.174194,-0.108367,-0.011277,0.114416,-0.222783,1.292999,0.000668,0.056852,0.055162,0.044789,0.022542,0.241073,0.014191,0.053839,-0.075309,0.001355,-0.026449,-0.048861,0.805119,0.000001,0.000251,0.073468,0.063095,0.040848,0.018306,0.266545,0.34565,0.216723,2.665447,0.041654,0.254087,'class 1'
0.304447,0.249174,2.071614,-1.865975,-0.560293,0.758615,-2.62459,1.328343,19.926832,5.723037,0.302976,0.245401,2.011732,-1.808569,-0.534182,0.740046,-2.548615,1.329024,17.687986,5.407648,0.293511,0.221692,1.629162,-1.442047,-0.38089,0.621188,-2.063234,1.334178,7.492561,3.60306,0.009465,0.273618,0.173028,0.83586,-0.695145,-0.129919,0.36056,-1.055705,1.353614,0.48463,1.002903,0.029358,0.019893,0.255134,0.087258,0.117903,-0.075538,-0.004155,0.067888,-0.143426,1.498657,0.000127,0.022327,0.047842,0.038377,0.018484,0.240122,0.016895,0.050418,-0.071267,0.001267,-0.033409,-0.037858,0.776882,0,0.00001,0.062854,0.05339,0.033497,0.015013,0.263895,0.33918,0.21573,2.638955,0.041677,0.249988,'class 1'
0.294552,0.319146,1.713464,-1.66727,-0.15481,0.470019,-2.137289,1.351343,9.448581,3.399028,0.293238,0.312968,1.663548,-1.615275,-0.150787,0.459694,-2.07497,1.352742,8.381158,3.212261,0.284783,0.273972,1.343732,-1.282981,-0.122992,0.392436,-1.675416,1.363908,3.519243,2.138007,0.008456,0.267146,0.194588,0.673753,-0.606538,-0.049385,0.228439,-0.834978,1.41849,0.208015,0.565428,0.026092,0.017636,0.251573,0.084801,0.092489,-0.056673,-0.003226,0.061431,-0.118104,-1.294513,0.000052,0.016116,0.041666,0.03321,0.015574,0.238618,0.019578,0.047719,-0.067279,0.001118,-0.028461,-0.038817,-0.880238,0,0.000054,0.05462,0.046165,0.028528,0.012954,0.260383,0.331019,0.20356,2.603833,0.044408,0.24884,'class 1'
0.284051,0.367107,1.364002,-1.362265,-0.027612,0.310385,-1.67265,1.407675,3.648833,1.966214,0.282995,0.35929,1.325918,-1.321718,-0.029058,0.304328,-1.626046,1.409177,3.254845,1.863171,0.276163,0.309647,1.080073,-1.060813,-0.034162,0.26394,-1.324753,1.4221,1.420128,1.261972,0.006831,0.261589,0.206562,0.550366,-0.51046,-0.021915,0.162041,-0.672501,1.505043,0.090738,0.34823,0.021406,0.014575,0.248517,0.07827,0.094117,-0.047661,-0.005153,0.083141,-0.130801,-1.101776,0.000052,0.022886,0.034478,0.027646,0.013072,0.236605,0.022103,0.045585,-0.063473,0.000949,-0.020989,-0.042484,-0.946296,0.000001,0.000231,0.04639,0.039558,0.024984,0.011912,0.256172,0.321839,0.192862,2.561721,0.045901,0.248787,'class 1'
0.272836,0.39359,1.040105,-0.970902,-0.078918,0.307746,-1.278648,1.447753,1.186159,1.258322,0.272115,0.385008,1.014449,-0.945854,-0.076007,0.30124,-1.247093,1.448596,1.072375,1.198668,0.267385,0.33004,0.846241,-0.781608,-0.05791,0.258253,-1.039861,1.457627,0.514724,0.842551,0.00473,0.256631,0.211755,0.460609,-0.402118,-0.025343,0.16162,-0.563738,1.54156,0.042538,0.263072,0.015484,0.010754,0.24588,0.06967,0.099318,-0.04682,-0.006126,0.092127,-0.138946,-1.082631,0.000059,0.026697,0.026235,0.021505,0.010751,0.234139,0.024395,0.043906,-0.059944,0.000792,-0.015389,-0.044555,-1.037308,0.000002,0.000425,0.037975,0.033246,0.022492,0.011741,0.251717,0.312483,0.190511,2.517174,0.043649,0.240237,'class 1'
0.26268,0.412018,0.759902,-0.588495,-0.128374,0.361428,-0.949923,1.394541,0.297779,0.859821,0.262279,0.403137,0.745901,-0.577903,-0.123442,0.354376,-0.932279,1.395207,0.276442,0.82774,0.259577,0.345663,0.650567,-0.504579,-0.092811,0.307105,-0.811685,1.402918,0.15934,0.625845,0.002702,0.252613,0.216774,0.398083,-0.297618,-0.036019,0.192259,-0.489877,1.474163,0.020608,0.232654,0.009667,0.006964,0.243675,0.06145,0.101104,-0.054771,-0.005058,0.080396,-0.135167,-1.178908,0.00007,0.023234,0.018605,0.015903,0.008938,0.231287,0.02639,0.042732,-0.05675,0.000657,-0.011157,-0.045594,-1.155714,0.000002,0.000593,0.030992,0.02829,0.021325,0.012387,0.247576,0.305786,0.195224,2.475756,0.038259,0.235034,'class 1'
0.255233,0.438568,0.554856,-0.278489,-0.147984,0.439329,-0.717817,1.232375,0.051923,0.669494,0.25509,0.429283,0.549886,-0.279281,-0.14369,0.431655,-0.710936,1.235566,0.050914,0.652757,0.254016,0.368678,0.511638,-0.278354,-0.115157,0.379528,-0.657882,1.25842,0.041693,0.53811,0.001074,0.250138,0.228309,0.364547,-0.218972,-0.048685,0.238858,-0.45783,1.336007,0.011637,0.242687,0.004952,0.003878,0.241958,0.055941,0.108143,-0.072992,-0.003483,0.061638,-0.134631,-1.390487,0.000103,0.019261,0.013132,0.012057,0.00818,0.228125,0.028029,0.042267,-0.053907,0.000534,-0.00733,-0.046577,-1.298929,0.000002,0.00077,0.026965,0.025891,0.022014,0.013834,0.244211,0.300609,0.204989,2.442106,0.03264,0.236191,'class 1'
0.251114,0.480166,0.456402,-0.047164,-0.163844,0.549829,-0.596993,1.053095,0.001463,0.657601,0.251171,0.470137,0.453815,-0.057772,-0.15971,0.537761,-0.595533,1.059957,0.002143,0.642178,0.25135,0.404364,0.436396,-0.119076,-0.131669,0.460489,-0.579565,1.105069,0.007669,0.540856,-0.000179,0.249616,0.249244,0.35163,-0.181821,-0.060733,0.280568,-0.462389,1.204354,0.009124,0.275993,0.001555,0.001734,0.240746,0.054865,0.12825,-0.1019,-0.003109,0.055864,-0.157764,1.488563,0.000237,0.022818,0.010425,0.010605,0.008871,0.224729,0.02927,0.042753,-0.051374,0.000398,-0.002815,-0.048559,-1.450128,0.000003,0.001046,0.026442,0.026622,0.024888,0.016017,0.241817,0.295412,0.211182,2.41817,0.02955,0.236696,'class 1'
0.250446,0.531968,0.413274,0.097037,-0.1524,0.604852,-0.507816,0.92242,0.005829,0.619015,0.250643,0.520966,0.407422,0.077867,-0.148972,0.587545,-0.509678,0.931418,0.00365,0.601949,0.251673,0.448695,0.381728,-0.036913,-0.124735,0.481695,-0.518608,0.990866,0.000682,0.500303,-0.001031,0.250988,0.27707,0.337847,-0.192078,-0.060808,0.27821,-0.470288,1.110498,0.010335,0.280124,-0.000345,0.000685,0.239939,0.058837,0.158026,-0.139439,-0.003948,0.063015,-0.202454,1.298274,0.000685,0.035237,0.010704,0.011735,0.011049,0.221178,0.030099,0.044288,-0.049044,0.000222,0.00303,-0.052074,1.555995,0.000004,0.001518,0.029465,0.030495,0.02981,0.018761,0.240203,0.29014,0.197206,2.402032,0.029174,0.237249,'class 1'
0.253047,0.583266,0.345584,0.122122,-0.108204,0.534205,-0.412084,0.794678,0.006677,0.447731,0.253285,0.571267,0.336412,0.098308,-0.105736,0.514239,-0.415931,0.8063,0.004181,0.432609,0.254538,0.492536,0.304255,-0.045349,-0.087535,0.396966,-0.442315,0.885671,0.000724,0.352196,-0.001253,0.253617,0.306063,0.316223,-0.243815,-0.041678,0.214364,-0.458179,1.043096,0.013444,0.226157,-0.000332,0.000921,0.239302,0.067297,0.189338,-0.180903,-0.004629,0.069615,-0.250518,1.188641,0.001677,0.051243,0.013982,0.015235,0.014314,0.217547,0.030544,0.046715,-0.046723,-0.000016,0.010154,-0.056877,1.449332,0.000005,0.002247,0.035737,0.03699,0.036069,0.021755,0.238857,0.284676,0.191812,2.388573,0.029935,0.242009,'class 1'
0.257585,0.623998,0.280545,0.033074,-0.067869,0.385704,-0.35263,0.588662,0.000298,0.272569,0.257752,0.611181,0.269183,0.010235,-0.064341,0.363913,-0.353677,0.604779,0.000027,0.257468,0.258554,0.527399,0.235866,-0.128241,-0.042666,0.241748,-0.369989,0.727145,0.003077,0.187111,-0.000802,0.256335,0.331081,0.301756,-0.315414,-0.010928,0.109874,-0.425288,0.987044,0.014246,0.143199,0.001416,0.002219,0.238501,0.079099,0.215933,-0.22006,-0.003934,0.069081,-0.289141,1.126405,0.003107,0.064161,0.01925,0.020053,0.017834,0.213908,0.030672,0.049674,-0.044148,-0.00032,0.018112,-0.062261,1.371205,0.000006,0.00323,0.043843,0.044646,0.042427,0.024593,0.237208,0.278816,0.191143,2.372083,0.030805,0.245413,'class 1'
0.261142,0.649209,0.309528,-0.079967,-0.053329,0.291461,-0.371427,0.297382,0.001405,0.21971,0.2612,0.635922,0.295108,-0.099204,-0.047105,0.265247,-0.364451,0.312432,0.001951,0.19826,0.261349,0.549512,0.240373,-0.217162,-0.013214,0.115042,-0.332204,0.4596,0.004717,0.100015,-0.000148,0.257726,0.35002,0.299509,-0.372593,0.016114,0.006535,-0.379128,0.939046,0.010324,0.074368,0.003474,0.003622,0.23717,0.093059,0.23412,-0.250975,-0.001776,0.06172,-0.312696,1.091715,0.004415,0.070094,0.024031,0.024179,0.020557,0.210328,0.030591,0.052735,-0.04101,-0.000681,0.02642,-0.06743,1.316067,0.000007,0.004404,0.050872,0.05102,0.047398,0.026841,0.234892,0.272386,0.188784,2.348915,0.031439,0.242136,'class 1'
0.34562,0.512265,2.268056,-2.564566,0.707885,0.086194,-2.65076,1.502922,24.633865,3.745458,0.343739,0.500189,2.222588,-2.513303,0.679851,0.084484,-2.597787,1.501643,22.722952,3.597287,0.33136,0.422276,1.928416,-2.180901,0.510378,0.074628,-2.255529,1.491841,12.912554,2.714815,0.012379,0.300154,0.252312,1.259471,-1.420322,0.206941,0.061056,-1.481377,1.449485,2.399695,1.18955,0.043585,0.031206,0.247003,0.053538,0.396446,-0.422316,0.005809,0.067334,-0.48965,1.310946,0.027665,0.155116,0.096736,0.084357,0.053151,0.211407,0.026699,0.059451,-0.042075,-0.000993,0.032552,-0.074628,1.368437,0.00001,0.005744,0.132333,0.119954,0.088748,0.035596,0.243351,0.324278,0.187607,2.433506,0.047282,0.233655,'class 1'
0.346615,0.526215,2.255565,-2.576927,0.771917,0.044369,-2.621296,1.519968,23.593122,3.552885,0.34468,0.514101,2.208706,-2.52263,0.738034,0.044733,-2.567363,1.518739,21.709774,3.411523,0.332051,0.436019,1.908776,-2.17593,0.540704,0.046022,-2.221952,1.508796,12.176875,2.571853,0.012629,0.300727,0.266962,1.245314,-1.415349,0.219548,0.042332,-1.457681,1.461154,2.253656,1.12502,0.043952,0.031323,0.246556,0.067161,0.409332,-0.452032,0.012662,0.051187,-0.503219,1.281988,0.031402,0.153683,0.098124,0.085495,0.054171,0.208246,0.025373,0.063163,-0.039582,-0.001418,0.040378,-0.07996,1.321439,0.000011,0.007241,0.136433,0.123804,0.092481,0.03831,0.240846,0.320044,0.186025,2.408463,0.047195,0.234354,'class 1'
0.340427,0.543235,2.108198,-2.371146,0.582759,0.097256,-2.468402,1.509473,18.504782,3.291299,0.338635,0.530936,2.065376,-2.322237,0.557388,0.096505,-2.418742,1.508446,17.05864,3.163233,0.326969,0.451908,1.792341,-2.012419,0.412665,0.089046,-2.101465,1.499804,9.716221,2.399169,0.011666,0.297815,0.282885,1.188592,-1.337441,0.181074,0.060819,-1.39826,1.455714,1.904043,1.064455,0.04082,0.029154,0.245038,0.082276,0.411615,-0.465044,0.017479,0.037986,-0.50303,1.267645,0.03165,0.146349,0.093596,0.08193,0.052777,0.205353,0.024183,0.066367,-0.036171,-0.001862,0.048087,-0.084258,1.2881,0.000011,0.008758,0.133281,0.121615,0.092462,0.039685,0.23788,0.314851,0.184451,2.378804,0.046572,0.235437,'class 1'
