@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
0.385791,0.171646,2.671901,-2.802195,-0.341179,0.745646,-3.54784,-1.124865,72.374687,9.217011,0.383709,0.166101,2.613848,-2.74035,-0.318105,0.725289,-3.465638,-1.128633,65.948074,8.781935,0.370057,0.130995,2.240756,-2.33777,-0.205938,0.604378,-2.942148,-1.155824,34.370041,6.288924,0.013653,0.336788,0.061443,1.410831,-1.419589,-0.103248,0.392073,-1.811662,-1.238177,4.893438,2.428224,0.046921,0.033268,0.287131,0.01881,0.373677,-0.356785,-0.008608,0.105972,-0.462757,-1.393456,0.020587,0.161726,0.096579,0.082926,0.049658,0.248659,0.021377,0.058405,-0.08031,0.001501,-0.025247,-0.055063,-0.302661,0.000003,0.000444,0.135051,0.121398,0.08813,0.038472,0.281511,0.344229,0.235204,2.815109,0.034787,0.273713,'class 1'
0.365724,0.346268,2.315478,-2.085941,-1.188707,1.090803,-3.176744,-1.127483,39.62146,9.105976,0.364184,0.335099,2.268295,-2.042528,-1.135169,1.065911,-3.108439,-1.130049,36.348289,8.7126,0.354072,0.264669,1.963587,-1.761069,-0.825764,0.908938,-2.670006,-1.147836,19.862429,6.404419,0.010112,0.328932,0.126221,1.265422,-1.118586,-0.323211,0.568554,-1.68714,-1.195127,3.183241,2.544079,0.035252,0.02514,0.287825,0.030647,0.339384,-0.328525,-0.009094,0.10435,-0.432875,-1.279282,0.015575,0.144305,0.076359,0.066247,0.041107,0.250197,0.017919,0.06146,-0.082409,0.001486,-0.020615,-0.061794,-0.231278,0.000006,0.000848,0.113987,0.103875,0.078735,0.037628,0.278859,0.334003,0.237238,2.788589,0.031572,0.272268,'class 1'
0.34313,0.475588,1.839405,-1.205483,-1.314623,1.229154,-2.434637,-1.219991,9.753347,6.711683,0.342287,0.461198,1.807049,-1.188139,-1.264174,1.204315,-2.392454,-1.219706,9.131239,6.468373,0.336655,0.370532,1.593963,-1.074341,-0.956245,1.040675,-2.115015,-1.216982,5.747021,4.97919,0.005632,0.32117,0.191362,1.067193,-0.790314,-0.378604,0.639013,-1.429326,-1.201012,1.336018,2.139013,0.021117,0.015485,0.288466,0.045918,0.303365,-0.315586,-0.004249,0.083649,-0.399236,-1.152528,0.011612,0.116589,0.053821,0.04819,0.032704,0.250878,0.016483,0.063422,-0.08249,0.001363,-0.015221,-0.067269,-0.211935,0.000009,0.001354,0.091408,0.085777,0.070292,0.037587,0.274879,0.319561,0.232815,2.748787,0.028145,0.27345,'class 1'
0.327533,0.540483,1.384667,-0.566086,-0.875497,1.099426,-1.665512,-1.36415,1.224914,3.822442,0.327228,0.525898,1.360775,-0.571054,-0.840827,1.072672,-1.643727,-1.358844,1.203129,3.689413,0.324987,0.433524,1.20578,-0.596994,-0.630925,0.901524,-1.498518,-1.321747,1.026475,2.880102,0.002241,0.316217,0.245365,0.827985,-0.58026,-0.244334,0.520438,-1.100698,-1.21544,0.44244,1.31404,0.011011,0.00877,0.288484,0.063477,0.274578,-0.316746,0.003602,0.048896,-0.365642,-1.000893,0.00862,0.085921,0.038744,0.036503,0.027733,0.250643,0.018267,0.063659,-0.080122,0.001143,-0.009657,-0.070465,-0.216905,0.000012,0.001849,0.076585,0.074344,0.065574,0.037841,0.271121,0.302649,0.232681,2.711206,0.024589,0.27809,'class 1'
0.324282,0.55829,0.85442,-0.467437,-0.258218,0.557284,-1.024721,-1.508056,0.273421,1.25137,0.324079,0.545216,0.840952,-0.47809,-0.2427,0.535349,-1.013439,-1.495371,0.274141,1.199372,0.322452,0.461652,0.760887,-0.537418,-0.157077,0.408464,-0.945882,-1.405984,0.264883,0.917127,0.001627,0.314515,0.283979,0.582841,-0.561507,-0.043863,0.214596,-0.776103,-1.170068,0.154726,0.490742,0.009564,0.007937,0.287027,0.083072,0.261263,-0.324349,0.01069,0.014522,-0.338871,-0.8126,0.006569,0.062443,0.037052,0.035425,0.027488,0.249465,0.022729,0.061535,-0.07489,0.000854,-0.004322,-0.070568,-0.237598,0.000012,0.002194,0.074614,0.072987,0.06505,0.037562,0.268115,0.299743,0.234006,2.681152,0.022659,0.274394,'class 1'
0.388693,0.316959,2.57592,-2.423713,-0.471734,0.758083,-3.181796,-1.414947,45.592983,7.761321,0.386874,0.309875,2.508194,-2.369704,-0.430224,0.730402,-3.100106,-1.409242,41.197483,7.336392,0.374986,0.264758,2.081467,-2.024715,-0.214454,0.562014,-2.586729,-1.366371,20.322258,4.957288,0.011888,0.346059,0.169096,1.234267,-1.299962,-0.002535,0.271984,-1.571946,-1.226574,2.872899,1.70004,0.040814,0.028927,0.295784,0.051088,0.359583,-0.444606,0.021484,0.014062,-0.458668,-0.938195,0.022088,0.111737,0.091089,0.079202,0.050275,0.251658,0.019858,0.062024,-0.077447,0.000973,-0.006262,-0.071184,-0.337467,0.000013,0.002107,0.135216,0.123328,0.094402,0.044127,0.279911,0.344202,0.23278,2.799107,0.036316,0.282477,'class 1'
0.393877,0.360913,2.232255,-2.554313,0.713077,0.077872,-2.632185,-1.389584,23.959368,3.672206,0.391989,0.354179,2.177482,-2.500407,0.696937,0.065906,-2.566313,-1.382833,21.658857,3.464288,0.379595,0.310669,1.831797,-2.154166,0.581181,-0.001047,-2.153119,-1.331707,10.745881,2.315707,0.012394,0.348902,0.213258,1.138354,-1.410191,0.292804,-0.06579,-1.344401,-1.165847,1.625561,0.817424,0.043087,0.030693,0.294236,0.075627,0.366224,-0.479876,0.038757,-0.045963,-0.433913,-0.832478,0.017329,0.075253,0.097753,0.085359,0.054666,0.249771,0.025783,0.057264,-0.069787,0.000672,-0.001859,-0.067929,-0.36921,0.000011,0.002183,0.142218,0.129824,0.099131,0.044465,0.276564,0.328252,0.223534,2.765638,0.032734,0.281955,'class 1'
0.393512,0.411461,2.063339,-2.741315,1.542204,-0.550294,-2.191021,-1.170988,10.114882,1.345993,0.391469,0.4048,2.016701,-2.680866,1.475719,-0.539132,-2.141734,-1.165632,9.229368,1.284168,0.378091,0.361454,1.71931,-2.29415,1.083537,-0.465541,-1.82861,-1.126265,4.889329,0.928978,0.013379,0.345466,0.260904,1.099251,-1.478404,0.449596,-0.299149,-1.179255,-1.012842,0.8465,0.387294,0.046003,0.032624,0.289008,0.104233,0.356897,-0.481161,0.046297,-0.088381,-0.392781,-0.757885,0.010726,0.04633,0.102461,0.089082,0.056458,0.24706,0.031706,0.049615,-0.059159,0.000379,0.001927,-0.061086,-0.425798,0.000007,0.001985,0.144409,0.131031,0.098406,0.041949,0.271145,0.310738,0.216602,2.711445,0.029774,0.281108,'class 1'
0.375887,0.51704,1.851116,-2.511634,1.314699,-0.531417,-1.980216,-0.884147,6.620625,1.049509,0.374026,0.508473,1.810805,-2.457437,1.25992,-0.521853,-1.935584,-0.884495,6.034883,0.999319,0.361815,0.45286,1.552285,-2.109694,0.935608,-0.45971,-1.649984,-0.88614,3.152845,0.708376,0.012211,0.331811,0.324879,0.999732,-1.36705,0.404786,-0.330198,-1.036852,-0.888794,0.466609,0.24968,0.042215,0.030003,0.279748,0.132592,0.318949,-0.437457,0.041798,-0.108783,-0.328673,-0.783496,0.004626,0.024176,0.094278,0.082067,0.052063,0.243648,0.036893,0.039414,-0.045854,0.000125,0.005397,-0.051251,-0.522507,0.000003,0.001604,0.130377,0.118166,0.088163,0.036099,0.262345,0.292016,0.21308,2.623455,0.025521,0.265391,'class 1'
0.337015,0.644956,1.274011,-1.667371,0.471187,-0.16459,-1.502782,-0.887443,2.489267,0.895379,0.335848,0.633395,1.251638,-1.640243,0.460406,-0.168672,-1.471571,-0.890315,2.283534,0.848772,0.328046,0.558671,1.105029,-1.460765,0.388281,-0.191537,-1.269229,-0.91116,1.239141,0.58071,0.007802,0.3072,0.389628,0.75803,-1.023747,0.218446,-0.216685,-0.807062,-0.991815,0.182648,0.174273,0.028648,0.020846,0.266885,0.155307,0.25583,-0.349204,0.026914,-0.090079,-0.259125,-1.049201,0.001742,0.014288,0.068963,0.061161,0.040315,0.239718,0.040842,0.028128,-0.030555,-0.000079,0.009699,-0.040255,-0.684807,0.000001,0.001248,0.096131,0.088328,0.067483,0.027168,0.250213,0.278172,0.212706,2.502126,0.020237,0.247026,'class 1'
0.285177,0.716413,0.596336,-0.49684,-0.094147,0.309899,-0.806739,-1.172967,0.153896,0.62344,0.28495,0.703498,0.593789,-0.504856,-0.086551,0.295789,-0.800645,-1.177228,0.153204,0.601085,0.283163,0.61975,0.574105,-0.546147,-0.04115,0.208007,-0.754154,-1.207894,0.138065,0.462877,0.001787,0.27524,0.427242,0.481212,-0.530647,0.019057,0.055112,-0.585759,-1.319569,0.057826,0.205357,0.00971,0.007923,0.251645,0.167622,0.200184,-0.229616,0.005823,0.006503,-0.236119,-1.38156,0.001552,0.029433,0.033305,0.031518,0.023595,0.235493,0.043229,0.020507,-0.014321,-0.000246,0.017222,-0.031543,-0.919041,0,0.001189,0.049457,0.04767,0.039747,0.016152,0.236376,0.266782,0.214159,2.363756,0.018161,0.235,'class 1'
0.235143,0.706944,0.703298,0.495753,-0.125431,0.859226,-0.363473,-1.518901,0.183713,0.747496,0.235673,0.694641,0.688608,0.463231,-0.130769,0.838928,-0.375697,-1.519429,0.158289,0.737657,0.238808,0.614386,0.604264,0.26498,-0.148171,0.708206,-0.443225,-1.524439,0.046545,0.662897,-0.003135,0.242411,0.424771,0.459741,-0.051377,-0.104459,0.432829,-0.484207,-1.549175,0.00111,0.420477,-0.006738,-0.003603,0.235839,0.167193,0.210058,-0.10112,-0.017126,0.147844,-0.248964,-1.503673,0.000805,0.078728,-0.000166,0.002969,0.006573,0.231235,0.043927,0.024653,0.0015,-0.000419,0.029712,-0.028212,-1.151279,0,0.001678,0.004439,0.007574,0.011177,0.004604,0.223174,0.263844,0.187836,2.231743,0.022351,0.226094,'class 1'
0.198584,0.651491,0.949457,1.00205,0.04025,1.150295,-0.148245,1.405785,0.846564,0.843104,0.199464,0.640251,0.930219,0.962743,0.020255,1.131701,-0.168957,1.41027,0.784002,0.845856,0.204947,0.566762,0.816697,0.71862,-0.082696,1.010156,-0.291535,1.43697,0.437507,0.8472,-0.005483,0.215104,0.391831,0.603608,0.275466,-0.146393,0.712822,-0.437356,1.489569,0.050192,0.661455,-0.01564,-0.010157,0.221512,0.155287,0.280042,0.011511,-0.039219,0.285941,-0.27443,-1.540188,0.000021,0.157008,-0.022048,-0.016566,-0.006408,0.227215,0.043032,0.037001,0.015407,-0.000652,0.04541,-0.030004,-1.314164,0.000001,0.002844,-0.027751,-0.022268,-0.012111,-0.005702,0.212493,0.26463,0.163079,2.124927,0.029401,0.216314,'class 1'
0.179194,0.593282,0.906511,1.056112,0.115432,1.09974,-0.043628,1.236641,0.729059,0.653645,0.180077,0.582642,0.891636,1.021987,0.09473,1.087855,-0.065868,1.248784,0.695126,0.665538,0.185658,0.513201,0.809784,0.809227,-0.022018,1.014088,-0.204861,1.319379,0.486499,0.742919,-0.005581,0.19726,0.350575,0.666941,0.408539,-0.14476,0.814983,-0.406444,1.444694,0.124501,0.745942,-0.017183,-0.011602,0.210556,0.137333,0.356157,0.0881,-0.059587,0.394843,-0.306742,-1.551834,0.00191,0.24611,-0.030479,-0.024898,-0.013296,0.223697,0.040896,0.050519,0.025922,-0.000992,0.061127,-0.035205,-1.41892,0.000003,0.00464,-0.04362,-0.03804,-0.026438,-0.013142,0.205185,0.268872,0.148093,2.051852,0.036499,0.204814,'class 1'
0.174326,0.54953,0.732381,0.892309,0.096241,0.899615,-0.007306,1.099249,0.327445,0.411252,0.17506,0.539371,0.721917,0.86604,0.082326,0.89167,-0.02563,1.122407,0.315551,0.42072,0.179727,0.473176,0.676461,0.702378,-0.004756,0.857331,-0.154953,1.252569,0.252765,0.512359,-0.004667,0.18992,0.320586,0.64495,0.396195,-0.135205,0.788771,-0.392577,1.441425,0.109532,0.697792,-0.01486,-0.010193,0.204403,0.122685,0.411901,0.117117,-0.077997,0.462109,-0.344992,-1.558528,0.004468,0.325706,-0.029344,-0.024676,-0.014483,0.220915,0.038122,0.062325,0.031774,-0.001459,0.07439,-0.042616,-1.49129,0.000007,0.006845,-0.045855,-0.041188,-0.030995,-0.016511,0.201278,0.275399,0.1421,2.012777,0.043062,0.195633,'class 1'
0.179542,0.521347,0.593301,0.736588,0.076465,0.712316,0.024272,1.10931,0.128426,0.236703,0.180152,0.511958,0.585977,0.714196,0.065543,0.709165,0.005031,1.140586,0.126449,0.247902,0.18403,0.450845,0.566826,0.573836,-0.008022,0.711991,-0.138155,1.299806,0.118996,0.361375,-0.003878,0.192404,0.310732,0.611539,0.312472,-0.141199,0.73175,-0.419279,1.474587,0.064679,0.662434,-0.012252,-0.008374,0.203879,0.121109,0.44267,0.095799,-0.09339,0.485356,-0.389557,-1.569823,0.003513,0.382736,-0.023727,-0.019848,-0.011474,0.219046,0.035508,0.071226,0.032063,-0.002025,0.083591,-0.051527,-1.547124,0.000009,0.009128,-0.038895,-0.035016,-0.026642,-0.015168,0.200528,0.282593,0.141167,2.005281,0.049043,0.195663,'class 1'
0.19251,0.513566,0.585433,0.673367,0.051237,0.689157,-0.015791,1.384672,0.112665,0.248476,0.193096,0.50502,0.581267,0.648105,0.03716,0.692428,-0.044323,1.397279,0.113999,0.271401,0.196769,0.44941,0.577249,0.48895,-0.049944,0.712902,-0.223952,1.455363,0.104916,0.438848,-0.003673,0.203854,0.320943,0.623745,0.193068,-0.177203,0.707308,-0.51424,1.511355,0.027811,0.746089,-0.010758,-0.007085,0.209173,0.134201,0.454954,0.027581,-0.103206,0.468534,-0.440953,1.549417,0.000315,0.413583,-0.016077,-0.012404,-0.005319,0.218202,0.033838,0.076916,0.026391,-0.002613,0.087857,-0.061466,1.546713,0.000008,0.011149,-0.025107,-0.021433,-0.014349,-0.00903,0.202887,0.289088,0.137048,2.028875,0.054053,0.198713,'class 1'
0.21458,0.53488,0.721626,0.601335,-0.079893,0.884266,-0.282931,1.539986,0.246316,0.681175,0.215171,0.526561,0.716311,0.568982,-0.095068,0.877791,-0.30881,1.537614,0.227917,0.704011,0.218751,0.472427,0.698661,0.367654,-0.177353,0.833666,-0.466012,1.525235,0.114162,0.844581,-0.00358,0.223971,0.345485,0.689514,0.014443,-0.239654,0.699618,-0.685174,1.505319,0.0002,0.958824,-0.0088,-0.00522,0.219904,0.154047,0.460965,-0.080876,-0.103713,0.418578,-0.499454,1.511448,0.002756,0.421392,-0.004733,-0.001153,0.004067,0.218415,0.033525,0.07986,0.014927,-0.003107,0.086992,-0.072065,1.502542,0.000003,0.01265,-0.003244,0.000336,0.005556,0.001489,0.208646,0.30245,0.140347,2.086455,0.05733,0.204091,'class 1'
0.249353,0.580583,0.875577,0.288537,-0.346941,1.001886,-0.71335,1.485898,0.122467,1.471018,0.249777,0.571285,0.870733,0.253902,-0.352523,0.9856,-0.731699,1.482658,0.095059,1.474558,0.252116,0.511186,0.85159,0.043986,-0.369781,0.882533,-0.838547,1.465132,0.002865,1.481058,-0.002339,0.252544,0.372253,0.802054,-0.275404,-0.293986,0.653434,-0.928837,1.441294,0.094945,1.251791,-0.002767,-0.000428,0.235193,0.171512,0.474849,-0.221197,-0.090962,0.3437,-0.564897,1.45572,0.020196,0.412775,0.014584,0.016923,0.017351,0.219638,0.034347,0.081203,-0.001595,-0.003378,0.0814,-0.082995,1.459753,0,0.013513,0.030139,0.032478,0.032906,0.015555,0.218217,0.320946,0.151864,2.182165,0.058233,0.211016,'class 1'
0.298512,0.614271,1.10621,-0.45105,-0.584722,0.901935,-1.352986,1.317906,0.517229,2.542334,0.298398,0.603478,1.10527,-0.472501,-0.573053,0.885237,-1.357738,1.317786,0.561596,2.515469,0.297177,0.534748,1.095955,-0.594941,-0.490857,0.778955,-1.373895,1.319374,0.820247,2.317381,0.001221,0.288255,0.383277,0.983191,-0.69922,-0.280774,0.548167,-1.247387,1.334056,0.788124,1.612006,0.010143,0.008922,0.253732,0.180154,0.50762,-0.38294,-0.062144,0.253063,-0.636003,1.383314,0.057956,0.395219,0.044667,0.043445,0.034524,0.22175,0.035604,0.082507,-0.021951,-0.003319,0.071964,-0.093914,1.417743,0.000007,0.013758,0.076648,0.075427,0.066505,0.031981,0.231641,0.338355,0.172072,2.316413,0.056958,0.218564,'class 1'
0.357439,0.579653,1.672789,-1.544794,-0.542832,0.737192,-2.281986,1.132152,10.876484,4.557718,0.356436,0.569044,1.658526,-1.536502,-0.519436,0.721477,-2.25798,1.135454,10.478779,4.438581,0.349552,0.502396,1.559927,-1.473246,-0.380188,0.621907,-2.095152,1.158541,8.011582,3.691204,0.006884,0.327792,0.361213,1.242001,-1.20922,-0.149551,0.410382,-1.619602,1.215908,3.012768,2.060417,0.028643,0.021759,0.273856,0.176125,0.561076,-0.552364,-0.017371,0.156595,-0.708959,1.299053,0.11429,0.374592,0.082579,0.075695,0.053936,0.224572,0.036519,0.085202,-0.044551,-0.002878,0.059868,-0.104419,1.377284,0.000027,0.013495,0.131863,0.124979,0.10322,0.049284,0.248082,0.354235,0.19271,2.480819,0.054951,0.23542,'class 1'
0.296885,0.701602,0.611735,-0.074222,-0.199423,0.596609,-0.670831,1.371895,0.004425,0.803201,0.297086,0.691583,0.619945,-0.108603,-0.201905,0.585782,-0.694385,1.370095,0.009665,0.819413,0.29785,0.626728,0.682376,-0.311768,-0.202816,0.518084,-0.829852,1.362478,0.088302,0.908465,-0.000764,0.292841,0.470009,0.752603,-0.58147,-0.132155,0.367569,-0.949039,1.360861,0.293047,0.866728,0.004245,0.005009,0.259556,0.225617,0.470105,-0.425235,-0.024814,0.161601,-0.586836,1.382668,0.050645,0.280079,0.03753,0.038294,0.033285,0.220535,0.045115,0.078055,-0.032682,-0.00259,0.059256,-0.091938,1.452735,0.000012,0.01143,0.076552,0.077315,0.072307,0.039022,0.232183,0.30233,0.181658,2.321829,0.04308,0.225676,'class 1'
0.368558,0.674036,1.40915,-1.521941,-0.038649,0.350538,-1.872479,1.096494,5.723367,2.470903,0.367575,0.663533,1.401716,-1.515343,-0.031803,0.343118,-1.858461,1.100846,5.564939,2.423475,0.360813,0.596507,1.346776,-1.463589,0.006361,0.296955,-1.760544,1.129619,4.534064,2.116651,0.006761,0.33909,0.441989,1.12589,-1.235925,0.052164,0.194089,-1.430014,1.192212,2.014566,1.318855,0.028484,0.021723,0.281969,0.212648,0.55348,-0.616374,0.025707,0.06403,-0.680404,1.270189,0.105271,0.277091,0.085605,0.078844,0.057121,0.224161,0.045821,0.082138,-0.057697,-0.001845,0.04433,-0.102026,1.408327,0.000036,0.01071,0.143413,0.136652,0.114929,0.057808,0.251165,0.321485,0.204595,2.511653,0.042004,0.244124,'class 1'
0.434852,0.531277,2.370641,-2.866601,0.782346,0.161694,-3.028296,1.009681,41.810303,5.088018,0.432745,0.523739,2.332475,-2.820468,0.762347,0.155916,-2.976384,1.01272,39.024635,4.90565,0.4189,0.475524,2.088565,-2.525941,0.639384,0.119571,-2.645513,1.033237,24.391201,3.822845,0.013845,0.381741,0.362022,1.516133,-1.839014,0.383082,0.04217,-1.881184,1.082882,6.255448,1.849645,0.051004,0.037159,0.302813,0.183374,0.643407,-0.787226,0.084267,-0.017677,-0.769549,1.164748,0.175168,0.282655,0.129931,0.116086,0.078927,0.228097,0.045124,0.088977,-0.081821,-0.000804,0.029485,-0.111306,1.367957,0.000066,0.009911,0.204648,0.190803,0.153644,0.074717,0.270302,0.339792,0.221149,2.703021,0.04423,0.254954,'class 1'
0.482796,0.31064,2.973171,-3.71413,1.813748,-0.048782,-3.665348,1.009655,90.214638,6.539773,0.480013,0.307946,2.918249,-3.64641,1.752882,-0.050527,-3.595883,1.010223,83.564255,6.284774,0.461848,0.289895,2.570018,-3.2179,1.393508,-0.06285,-3.155051,1.013697,49.505161,4.780852,0.018166,0.414713,0.239856,1.794027,-2.263174,0.738735,-0.090671,-2.172503,1.025714,11.099343,2.167013,0.0653,0.047135,0.320103,0.139825,0.716343,-0.914656,0.137093,-0.077709,-0.836948,1.084067,0.241125,0.288222,0.15991,0.141744,0.09461,0.232092,0.042991,0.09713,-0.103292,0.000384,0.015932,-0.119224,1.336128,0.000097,0.009134,0.247921,0.229756,0.182621,0.088011,0.287161,0.35666,0.231179,2.871612,0.048382,0.273768,'class 1'
0.505988,0.086483,3.125269,-3.959345,2.406077,-0.240117,-3.719228,1.061404,94.875298,6.052105,0.503071,0.086969,3.068699,-3.889897,2.325775,-0.237875,-3.652021,1.058911,88.188179,5.828197,0.483914,0.090285,2.707994,-3.446348,1.845376,-0.223872,-3.222476,1.041837,53.398209,4.495814,0.019157,0.433697,0.096541,1.897641,-2.43795,0.957136,-0.190614,-2.247336,1.01093,12.571026,2.115053,0.069374,0.050217,0.332257,0.086711,0.75264,-0.979475,0.16981,-0.115486,-0.863989,1.040897,0.268747,0.280129,0.170814,0.151657,0.10144,0.235924,0.039617,0.10487,-0.120652,0.001532,0.004594,-0.125246,1.317704,0.000123,0.008429,0.267147,0.24799,0.197773,0.096333,0.299876,0.371722,0.23377,2.998758,0.051625,0.291018,'class 1'
0.505274,0.152121,2.974521,-3.754592,2.270432,-0.293751,-3.460842,1.145537,70.699547,5.015233,0.502576,0.14766,2.92219,-3.692571,2.200588,-0.29182,-3.400751,1.140453,65.894615,4.832727,0.484701,0.119306,2.586431,-3.290812,1.769022,-0.275488,-3.015324,1.106463,40.646687,3.75335,0.017875,0.437092,0.054568,1.830546,-2.359043,0.932994,-0.222153,-2.13689,1.041503,10.201411,1.83311,0.065484,0.047609,0.338396,0.030766,0.742307,-0.972213,0.173386,-0.131386,-0.840826,1.045176,0.237862,0.251653,0.164179,0.146305,0.098696,0.239413,0.035374,0.110832,-0.132888,0.002456,-0.003851,-0.129036,1.316749,0.000138,0.007836,0.263162,0.245288,0.197679,0.098983,0.307575,0.384658,0.235393,3.075753,0.05275,0.304178,'class 1'
0.498653,0.235788,2.897745,-3.748245,2.475444,-0.434059,-3.314186,1.087868,58.270565,4.147566,0.495978,0.232192,2.851359,-3.68952,2.397352,-0.42646,-3.26306,1.084071,54.765377,4.023151,0.478215,0.209558,2.549745,-3.30628,1.917038,-0.375773,-2.930507,1.058147,35.673092,3.263335,0.017763,0.430297,0.165321,1.826488,-2.378966,0.986956,-0.264373,-2.114593,1.006566,9.687082,1.711656,0.065681,0.047918,0.331368,0.109559,0.728494,-0.959841,0.170737,-0.134706,-0.825135,1.001657,0.219587,0.238346,0.16461,0.146847,0.098929,0.235571,0.046592,0.101763,-0.124584,0.002437,-0.008566,-0.116018,1.337821,0.00009,0.005773,0.260407,0.242644,0.194726,0.095797,0.296797,0.352108,0.223412,2.967969,0.047325,0.303599,'class 1'
0.491994,0.173772,2.78896,-3.459412,1.839563,-0.211602,-3.247809,1.206822,55.161652,4.609277,0.489601,0.169969,2.744854,-3.409945,1.795812,-0.214256,-3.195689,1.202294,51.679081,4.444472,0.473531,0.146375,2.455428,-3.079788,1.505566,-0.224061,-2.855727,1.171177,32.845276,3.462831,0.01607,0.429235,0.101113,1.760399,-2.25047,0.846035,-0.20859,-2.04188,1.101343,8.510965,1.680476,0.060366,0.044296,0.335123,0.067287,0.709184,-0.931688,0.16219,-0.134724,-0.796964,1.051341,0.190345,0.21928,0.154479,0.138408,0.094112,0.238909,0.042439,0.107167,-0.133701,0.003056,-0.013686,-0.120015,1.340366,0.000101,0.005653,0.250692,0.234622,0.190326,0.096214,0.302666,0.354938,0.227288,3.026661,0.047803,0.30874,'class 1'
